busbreakdown_id,school_year,year,month,day_of_week,hour,time_band,season,is_weekend,operator,operator_id,boro,boro_id,run_type,reason,reason_id,school_age,students_on_bus,notified_schools,notified_parents,alerted_opt,delay_minutes,on_time,incident_type,is_breakdown,occurred_ts
2013508,2025-2026,2025,9,6,6,AM_Peak,Autumn,0,L & M BUS CORP,34359738368,Manhattan,42949672960.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,0,1,0,75.5,0,Running Late,0,2025-09-12 06:45:00
2010460,2025-2026,2025,9,3,6,AM_Peak,Autumn,0,L & M BUS CORP,34359738368,Brooklyn,8589934592.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,0,1,1,0,75.5,0,Running Late,0,2025-09-02 06:00:00
2011230,2025-2026,2025,9,6,6,AM_Peak,Autumn,0,SNT BUS INC,17179869184,Manhattan,42949672960.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2025-09-05 06:32:00
2035991,2025-2026,2025,12,3,6,AM_Peak,Winter,0,LEESEL TRANSPORTATION CORP,42949672960,Manhattan,42949672960.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,3,1,0,0,75.5,0,Running Late,0,2025-12-02 06:50:00
2051121,2025-2026,2026,1,3,7,AM_Peak,Winter,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,23.0,0,Running Late,0,2026-01-27 07:50:00
2031276,2025-2026,2025,11,6,7,AM_Peak,Autumn,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2025-11-14 07:00:00
2065914,2025-2026,2026,3,3,14,PM_Peak,Spring,0,QUALITY TRANSPORTATION CORP,51539607552,Queens,51539607553.0,General Ed PM Run,Mechanical Problem,34359738368.0,School-Age,0,0,0,0,,0,Breakdown,1,2026-03-03 14:20:00
2016684,2025-2026,2025,9,5,6,AM_Peak,Autumn,0,"GRANDPA`S BUS CO., INC",0,Queens,51539607553.0,General Ed AM Run,Other,25769803776.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2025-09-25 06:35:00
2034536,2025-2026,2025,11,3,5,OffPeak,Autumn,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2025-11-25 05:30:00
2020043,2025-2026,2025,10,3,6,AM_Peak,Autumn,0,LITTLE LISA BUS CO. INC,42949672961,Bronx,60129542144.0,Special Ed AM Run,Flat Tire,34359738369.0,School-Age,0,1,1,0,,0,Breakdown,1,2025-10-07 06:45:00
2028336,2025-2026,2025,11,4,6,AM_Peak,Autumn,0,"BORO TRANSIT, INC",51539607553,Brooklyn,8589934592.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,1,0,23.0,0,Running Late,0,2025-11-05 06:15:00
2029792,2025-2026,2025,11,2,6,AM_Peak,Autumn,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,0.0,1,Running Late,0,2025-11-10 06:30:00
2082009,2025-2026,2026,5,2,6,AM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,0.0,1,Running Late,0,2026-05-04 06:26:00
2085062,2025-2026,2026,5,4,6,AM_Peak,Spring,0,PHILLIPS BUS SERVICE,51539607554,Bronx,60129542144.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,0,1,1,1,38.0,0,Running Late,0,2026-05-13 06:10:00
2057056,2025-2026,2026,2,4,13,Midday,Winter,0,"BORO TRANSIT, INC",51539607553,Brooklyn,8589934592.0,General Ed PM Run,Late return from Field Trip,42949672960.0,School-Age,0,1,0,0,23.0,0,Running Late,0,2026-02-04 13:50:00
2035122,2025-2026,2025,11,4,6,AM_Peak,Autumn,0,EMPIRE STATE BUS CORP,34359738369,Queens,51539607553.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2025-11-26 06:30:00
2049159,2025-2026,2026,1,4,7,AM_Peak,Winter,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,5,0,0,0,23.0,0,Running Late,0,2026-01-21 07:08:00
2018930,2025-2026,2025,10,4,14,PM_Peak,Autumn,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Brooklyn,8589934592.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,1,23.0,0,Running Late,0,2025-10-01 14:22:00
2073670,2025-2026,2026,3,6,6,AM_Peak,Spring,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2026-03-27 06:00:00
2047157,2025-2026,2026,1,3,7,AM_Peak,Winter,0,PIONEER TRANSPORTATION CORP,25769803776,Staten Island,34359738368.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-01-13 07:28:00
2042550,2025-2026,2025,12,5,14,PM_Peak,Winter,0,"BORO TRANSIT, INC",51539607553,Bronx,60129542144.0,Special Ed PM Run,Other,25769803776.0,School-Age,0,0,0,0,0.0,1,Running Late,0,2025-12-18 14:51:00
2028751,2025-2026,2025,11,4,14,PM_Peak,Autumn,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Brooklyn,8589934592.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,1,23.0,0,Running Late,0,2025-11-05 14:44:00
2055683,2025-2026,2026,2,3,5,OffPeak,Winter,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2026-02-03 05:30:00
2070224,2025-2026,2026,3,2,13,Midday,Spring,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,53.0,0,Running Late,0,2026-03-16 13:18:00
2056156,2025-2026,2026,2,3,7,AM_Peak,Winter,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,10,1,0,0,23.0,0,Running Late,0,2026-02-03 07:42:00
2036993,2025-2026,2025,12,5,7,AM_Peak,Winter,0,"LORINDA ENTERPRISES, LTD",51539607555,Queens,51539607553.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2025-12-04 07:28:00
2060476,2025-2026,2026,2,4,7,AM_Peak,Winter,0,"THOMAS BUSES, INC",17179869185,Nassau County,51539607552.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,2,0,0,0,38.0,0,Running Late,0,2026-02-11 07:55:00
2075730,2025-2026,2026,4,3,7,AM_Peak,Spring,0,LOGAN BUS COMPANY INC,25769803779,Queens,51539607553.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-04-14 07:28:00
2090258,2025-2026,2026,5,6,7,AM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,0,0,0.0,1,Running Late,0,2026-05-29 07:09:00
2059070,2025-2026,2026,2,2,7,AM_Peak,Winter,0,ALL AMERICAN SCHOOL BUS CORP,8589934593,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,0.0,1,Running Late,0,2026-02-09 07:45:00
2024871,2025-2026,2025,10,6,7,AM_Peak,Autumn,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,6,0,0,0,23.0,0,Running Late,0,2025-10-24 07:05:00
2084710,2025-2026,2026,5,3,6,AM_Peak,Spring,0,ALLIED TRANSIT CORP,17179869186,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,7,1,1,0,23.0,0,Running Late,0,2026-05-12 06:52:00
2018148,2025-2026,2025,9,3,6,AM_Peak,Autumn,0,L & M BUS CORP,34359738368,Manhattan,42949672960.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,1,1,1,0,75.5,0,Running Late,0,2025-09-30 06:15:00
2071815,2025-2026,2026,3,2,7,AM_Peak,Spring,0,ALL AMERICAN SCHOOL BUS CORP,8589934593,Brooklyn,8589934592.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,1,1,23.0,0,Running Late,0,2026-03-23 07:04:00
2051763,2025-2026,2026,1,4,6,AM_Peak,Winter,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,4,0,0,0,38.0,0,Running Late,0,2026-01-28 06:53:00
2082689,2025-2026,2026,5,3,7,AM_Peak,Spring,0,L & M BUS CORP,34359738368,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,4,1,0,0,75.5,0,Running Late,0,2026-05-05 07:30:00
2039441,2025-2026,2025,12,5,6,AM_Peak,Winter,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,75.5,0,Running Late,0,2025-12-11 06:12:00
2068096,2025-2026,2026,3,3,6,AM_Peak,Spring,0,PHILLIPS BUS SERVICE,51539607554,Bronx,60129542144.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,0,1,1,1,38.0,0,Running Late,0,2026-03-10 06:41:00
2031525,2025-2026,2025,11,2,6,AM_Peak,Autumn,0,VAN TRANS LLC,8589934594,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,0.0,1,Running Late,0,2025-11-17 06:11:00
2013482,2025-2026,2025,9,6,6,AM_Peak,Autumn,0,L & M BUS CORP,34359738368,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,1,1,1,0,75.5,0,Running Late,0,2025-09-12 06:15:00
2063798,2025-2026,2026,2,5,6,AM_Peak,Winter,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-02-26 06:05:00
2011831,2025-2026,2025,9,2,7,AM_Peak,Autumn,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,3,1,0,0,0.0,1,Running Late,0,2025-09-08 07:55:00
2041915,2025-2026,2025,12,4,6,AM_Peak,Winter,0,EMPIRE STATE BUS CORP,34359738369,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2025-12-17 06:30:00
2087348,2025-2026,2026,5,3,7,AM_Peak,Spring,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,4,1,1,0,23.0,0,Running Late,0,2026-05-19 07:10:00
2059531,2025-2026,2026,2,3,6,AM_Peak,Winter,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,2,0,0,0,23.0,0,Running Late,0,2026-02-10 06:39:00
2076221,2025-2026,2026,4,4,6,AM_Peak,Spring,0,"CONSOLIDATED BUS TRANSIT, INC",60129542144,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,1,0,38.0,0,Running Late,0,2026-04-15 06:35:00
2082915,2025-2026,2026,5,4,6,AM_Peak,Spring,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2026-05-06 06:00:00
2035757,2025-2026,2025,12,2,14,PM_Peak,Winter,0,"DON THOMAS BUSES, INC",42949672962,Bronx,60129542144.0,Special Ed PM Run,Delayed by School,34359738370.0,School-Age,0,1,0,0,0.0,1,Running Late,0,2025-12-01 14:10:00
2064846,2025-2026,2026,2,6,13,Midday,Winter,0,PRIDE TRANSPORTATION,25769803777,Manhattan,42949672960.0,Special Ed PM Run,Mechanical Problem,34359738368.0,School-Age,0,1,1,0,,0,Breakdown,1,2026-02-27 13:05:00
2081125,2025-2026,2026,4,5,6,AM_Peak,Spring,0,VAN TRANS LLC,8589934594,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,2,1,1,0,0.0,1,Running Late,0,2026-04-30 06:43:00
2081378,2025-2026,2026,4,5,13,Midday,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-04-30 13:52:00
2076268,2025-2026,2026,4,4,7,AM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,5,1,0,0,0.0,1,Running Late,0,2026-04-15 07:48:00
2093606,2025-2026,2026,6,5,14,PM_Peak,Summer,0,HOYT TRANSPORTATION CORP,60129542145,Manhattan,42949672960.0,Special Ed PM Run,Other,25769803776.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-06-11 14:25:00
2095745,2025-2026,2026,6,3,6,AM_Peak,Summer,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Queens,51539607553.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,1,1,,0,Breakdown,1,2026-06-23 06:13:00
2090086,2025-2026,2026,5,6,5,OffPeak,Spring,0,PRIDE TRANSPORTATION,25769803777,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-05-29 05:50:00
2019123,2025-2026,2025,10,6,6,AM_Peak,Autumn,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2025-10-03 06:00:00
2044311,2025-2026,2026,1,2,7,AM_Peak,Winter,0,PRIDE TRANSPORTATION,25769803777,Manhattan,42949672960.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,2,1,1,0,0.0,1,Running Late,0,2026-01-05 07:20:00
2081752,2025-2026,2026,5,6,13,Midday,Spring,0,PRIDE TRANSPORTATION,25769803777,Brooklyn,8589934592.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,75.5,0,Running Late,0,2026-05-01 13:02:00
2078183,2025-2026,2026,4,3,13,Midday,Spring,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,75.5,0,Running Late,0,2026-04-21 13:21:00
2076435,2025-2026,2026,4,4,15,PM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Staten Island,34359738368.0,General Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,23.0,0,Running Late,0,2026-04-15 15:19:00
2088702,2025-2026,2026,5,5,13,Midday,Spring,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,75.5,0,Running Late,0,2026-05-21 13:27:00
2012676,2025-2026,2025,9,4,7,AM_Peak,Autumn,0,MAR-CAN TRANSPORT CO. INC,1,Westchester,42949672961.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,7,0,0,0,53.0,0,Running Late,0,2025-09-10 07:31:00
2022716,2025-2026,2025,10,5,7,AM_Peak,Autumn,0,LEESEL TRANSPORTATION CORP,42949672960,Nassau County,51539607552.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2025-10-16 07:00:00
2011869,2025-2026,2025,9,2,8,AM_Peak,Autumn,0,"G.V.C., LTD",2,Bronx,60129542144.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,8,1,1,0,23.0,0,Running Late,0,2025-09-08 08:21:00
2056050,2025-2026,2026,2,3,7,AM_Peak,Winter,0,ALINA SERVICES CORP,3,Queens,51539607553.0,Pre-K/EI,Other,25769803776.0,PreK,15,1,1,0,23.0,0,Running Late,0,2026-02-03 07:30:00
2011260,2025-2026,2025,9,6,6,AM_Peak,Autumn,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,2,0,0,0,23.0,0,Running Late,0,2025-09-05 06:48:00
2095161,2025-2026,2026,6,5,6,AM_Peak,Summer,0,PIONEER TRANSPORTATION CORP,25769803776,Staten Island,34359738368.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-06-18 06:24:00
2020223,2025-2026,2025,10,3,8,AM_Peak,Autumn,0,"G.V.C., LTD",2,Bronx,60129542144.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,8,1,1,0,23.0,0,Running Late,0,2025-10-07 08:19:00
2035642,2025-2026,2025,12,2,7,AM_Peak,Winter,0,"BORO TRANSIT, INC",51539607553,Brooklyn,8589934592.0,General Ed AM Run,Mechanical Problem,34359738368.0,School-Age,0,1,0,0,,0,Breakdown,1,2025-12-01 07:45:00
2048882,2025-2026,2026,1,3,7,AM_Peak,Winter,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,5,1,0,0,0.0,1,Running Late,0,2026-01-20 07:55:00
2064367,2025-2026,2026,2,6,5,OffPeak,Winter,0,PRIDE TRANSPORTATION,25769803777,Brooklyn,8589934592.0,Special Ed AM Run,Weather Conditions,0.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-02-27 05:20:00
2017021,2025-2026,2025,9,5,8,AM_Peak,Autumn,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,13,1,1,1,38.0,0,Running Late,0,2025-09-25 08:42:00
2092702,2025-2026,2026,6,3,7,AM_Peak,Summer,0,"BORO TRANSIT, INC",51539607553,Nassau County,51539607552.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,0,0,38.0,0,Running Late,0,2026-06-09 07:42:00
2095623,2025-2026,2026,6,2,8,AM_Peak,Summer,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,6,1,1,0,75.5,0,Running Late,0,2026-06-22 08:00:00
2013873,2025-2026,2025,9,2,6,AM_Peak,Autumn,0,VAN TRANS LLC,8589934594,Bronx,60129542144.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,1,1,0,0.0,1,Running Late,0,2025-09-15 06:02:00
2093505,2025-2026,2026,6,5,9,AM_Peak,Summer,0,LOGAN BUS COMPANY INC,25769803779,Brooklyn,8589934592.0,General Ed AM Run,Other,25769803776.0,School-Age,0,0,0,0,,0,Breakdown,1,2026-06-11 09:10:00
2011669,2025-2026,2025,9,2,7,AM_Peak,Autumn,0,SNT BUS INC,17179869184,Brooklyn,8589934592.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,38.0,0,Running Late,0,2025-09-08 07:09:00
2066528,2025-2026,2026,3,5,6,AM_Peak,Spring,0,HOYT TRANSPORTATION CORP,60129542145,Nassau County,51539607552.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-03-05 06:00:00
2076907,2025-2026,2026,4,5,15,PM_Peak,Spring,0,NYC SCHOOL BUS UMBRELLA SERVICES,25769803778,Nassau County,51539607552.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,1,0.0,1,Running Late,0,2026-04-16 15:26:00
2087133,2025-2026,2026,5,2,14,PM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Bronx,60129542144.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2026-05-18 14:29:00
2040847,2025-2026,2025,12,2,6,AM_Peak,Winter,0,L & M BUS CORP,34359738368,Brooklyn,8589934592.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,0,1,1,0,75.5,0,Running Late,0,2025-12-15 06:00:00
2025947,2025-2026,2025,10,3,7,AM_Peak,Autumn,0,ALLIED TRANSIT CORP,17179869186,Queens,51539607553.0,Special Ed AM Run,Other,25769803776.0,School-Age,12,0,0,0,23.0,0,Running Late,0,2025-10-28 07:10:00
916569,2009-2010,2010,3,4,7,AM_Peak,Spring,0,USA UNITED FLEET,60129542146,Brooklyn,8589934592.0,Special Ed AM Run,,,School-Age,0,0,0,0,,0,Breakdown,1,2010-03-24 07:14:00
2091785,2025-2026,2026,6,4,13,Midday,Summer,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed PM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,75.5,0,Running Late,0,2026-06-03 13:34:00
2073060,2025-2026,2026,3,5,5,OffPeak,Spring,0,VAN TRANS LLC,8589934594,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,0.0,1,Running Late,0,2026-03-26 05:44:00
2045857,2025-2026,2026,1,5,8,AM_Peak,Winter,0,HOYT TRANSPORTATION CORP,60129542145,Nassau County,51539607552.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,6,0,0,0,23.0,0,Running Late,0,2026-01-08 08:04:00
2067152,2025-2026,2026,3,6,7,AM_Peak,Spring,0,"BORO TRANSIT, INC",51539607553,Nassau County,51539607552.0,Special Ed AM Run,Other,25769803776.0,School-Age,0,1,0,0,38.0,0,Running Late,0,2026-03-06 07:04:00
2026116,2025-2026,2025,10,3,8,AM_Peak,Autumn,0,Y & M TRANSIT CORP,34359738370,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,3,1,0,0,38.0,0,Running Late,0,2025-10-28 08:45:00
2018536,2025-2026,2025,10,4,5,OffPeak,Autumn,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2025-10-01 05:25:00
2095473,2025-2026,2026,6,2,6,AM_Peak,Summer,0,Y & M TRANSIT CORP,34359738370,Brooklyn,8589934592.0,Special Ed AM Run,Mechanical Problem,34359738368.0,School-Age,0,1,1,0,,0,Breakdown,1,2026-06-22 06:20:00
2092497,2025-2026,2026,6,3,5,OffPeak,Summer,0,PRIDE TRANSPORTATION,25769803777,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-06-09 05:20:00
2017827,2025-2026,2025,9,2,7,AM_Peak,Autumn,0,"DON THOMAS BUSES, INC",42949672962,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,7,1,1,0,0.0,1,Running Late,0,2025-09-29 07:30:00
2044492,2025-2026,2026,1,2,8,AM_Peak,Winter,0,LEESEL TRANSPORTATION CORP,42949672960,Manhattan,42949672960.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,3,1,1,0,38.0,0,Running Late,0,2026-01-05 08:12:00
2054645,2025-2026,2026,1,6,13,Midday,Winter,0,HOYT TRANSPORTATION CORP,60129542145,Queens,51539607553.0,Special Ed PM Run,Accident,51539607553.0,School-Age,0,1,1,0,0.0,1,Running Late,0,2026-01-30 13:54:00
2051602,2025-2026,2026,1,4,5,OffPeak,Winter,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed AM Run,Weather Conditions,0.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-01-28 05:30:00
2013586,2025-2026,2025,9,6,7,AM_Peak,Autumn,0,LEESEL TRANSPORTATION CORP,42949672960,Manhattan,42949672960.0,Special Ed AM Run,Problem Run,25769803777.0,School-Age,0,0,0,0,38.0,0,Running Late,0,2025-09-12 07:00:00
2044493,2025-2026,2026,1,2,8,AM_Peak,Winter,0,CAREFUL BUS,17179869187,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,0,0,0,23.0,0,Running Late,0,2026-01-05 08:10:00
2071564,2025-2026,2026,3,2,5,OffPeak,Spring,0,PRIDE TRANSPORTATION,25769803777,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-03-23 05:20:00
2025242,2025-2026,2025,10,2,5,OffPeak,Autumn,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2025-10-27 05:45:00
2018303,2025-2026,2025,9,3,7,AM_Peak,Autumn,0,"G.V.C., LTD",2,Bronx,60129542144.0,Pre-K/EI,Heavy Traffic,51539607552.0,PreK,9,1,1,0,23.0,0,Running Late,0,2025-09-30 07:35:00
2087029,2025-2026,2026,5,2,13,Midday,Spring,0,LEESEL TRANSPORTATION CORP,42949672960,Manhattan,42949672960.0,Special Ed PM Run,Problem Run,25769803777.0,School-Age,0,1,0,0,53.0,0,Running Late,0,2026-05-18 13:00:00
2081145,2025-2026,2026,4,5,6,AM_Peak,Spring,0,PIONEER TRANSPORTATION CORP,25769803776,Staten Island,34359738368.0,General Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,38.0,0,Running Late,0,2026-04-30 06:47:00
2036471,2025-2026,2025,12,4,7,AM_Peak,Winter,0,"BORO TRANSIT, INC",51539607553,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,0,0,23.0,0,Running Late,0,2025-12-03 07:04:00
2036425,2025-2026,2025,12,4,6,AM_Peak,Winter,0,EMPIRE CHARTER SERVICE INC,8589934592,Brooklyn,8589934592.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,6,0,0,0,23.0,0,Running Late,0,2025-12-03 06:53:00
2019452,2025-2026,2025,10,2,5,OffPeak,Autumn,0,PRIDE TRANSPORTATION,25769803777,Bronx,60129542144.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2025-10-06 05:10:00
2048466,2025-2026,2026,1,6,8,AM_Peak,Winter,0,"G.V.C., LTD",2,Bronx,60129542144.0,Pre-K/EI,Other,25769803776.0,PreK,16,1,1,0,23.0,0,Running Late,0,2026-01-16 08:21:00
2046599,2025-2026,2026,1,2,7,AM_Peak,Winter,0,"GRANDPA`S BUS CO., INC",0,Queens,51539607553.0,General Ed AM Run,Mechanical Problem,34359738368.0,School-Age,0,0,0,0,,0,Breakdown,1,2026-01-12 07:00:00
2064964,2025-2026,2026,3,2,5,OffPeak,Spring,0,L & M BUS CORP,34359738368,Queens,51539607553.0,Special Ed AM Run,Heavy Traffic,51539607552.0,School-Age,0,1,1,0,75.5,0,Running Late,0,2026-03-02 05:15:00
